Date,Sun Pharma,Cipla,Dr. Reddy,Divi Labs
2023,1140,1181,5496,3768
2023,1126,1164,5468,3754
2023,1124,1179,5439,3729
2023,1132,1186,5517,3705
2023,1146,1206,5669,3747
2023,1153,1240,5615,3780
2023,1148,1241,5728,3785
2023,1150,1236,5820,3816
2023,1144,1234,5745,3818
2023,1149,1229,5739,3751
2023,1145,1240,5674,3788
2023,1137,1247,5614,3736
2023,1130,1245,5584,3699
2023,1133,1249,5615,3694
2023,1142,1257,5583,3708
2023,1132,1239,5579,3642
2023,1109,1239,5659,3629
2023,1109,1245,5579,3589
2023,1112,1258,5608,3592
2023,1115,1236,5650,3631
2023,1112,1230,5724,3657
2023,1117,1229,5776,3633
2023,1106,1209,5779,3637
2023,1118,1221,5907,3664
2023,1124,1231,5953,3704
2023,1138,1221,5926,3653
2023,1137,1234,5911,3665
2023,1135,1236,5874,3655
2023,1145,1241,5881,3655
2023,1144,1244,5858,3712
2023,1134,1236,5823,3731
2023,1132,1250,5823,3679
2023,1150,1259,5851,3746
2023,1153,1266,5871,3738
2023,1149,1266,5658,3846
2023,1161,1224,5631,3911
2023,1139,1210,5650,3745
2023,1141,1166,5660,3726
2023,1135,1168,5660,3691
2023,1143,1178,5667,3640
2023,1143,1175,5640,3684
2023,1139,1178,5583,3739
2023,1135,1171,5507,3742
2023,1112,1069,5476,3680
2023,1095,1055,5425,3719
2023,1100,1049,5392,3686
2023,1097,1049,5288,3688
2023,1098,1057,5339,3667
2023,1082,1036,5221,3638
2023,1067,1031,5191,3627
2023,1078,1033,5230,3663
2023,1073,1031,5092,3677
2023,1076,1021,5142,3621
2023,1079,1022,5189,3634
2023,1072,1028,5166,3641
2023,1045,1017,5155,3640
2023,1036,1021,5183,3669
2023,1043,1021,5232,3737
2023,1045,1011,5178,3748
2023,1049,1012,5188,3550
2023,1033,1002,5098,3588
2023,1052,1015,5160,3584
2023,1022,1010,5108,3602
2023,1002,1009,5026,3583
2023,995,1022,5042,3534
2023,991,989,4994,3463
2023,990,998,4899,3544
2023,992,1009,4910,3510
2023,992,1011,4901,3566
2023,1002,1011,4879,3585
2023,992,1006,4915,3580
2023,988,998,4803,3581
2023,987,979,4699,3486
2023,988,982,4702,3488
2023,985,960,4676,3438
2023,984,969,4667,3429
2023,987,965,4649,3500
2023,1015,960,4674,3542
2023,1014,972,4637,3538
2023,1009,975,4604,3462
2023,1000,966,4610,3512
2023,988,965,4552,3525
2023,975,953,4501,3444
2023,960,960,4519,3458
2023,968,956,4556,3478
2023,970,951,4531,3514
2023,945,945,4504,3436
2023,952,938,4519,3383
2023,932,930,4461,3386
2023,937,925,4458,3265
2023,926,916,4392,3098
2023,930,915,4423,3154
2023,936,924,4482,3268
2023,941,922,4515,3279
2023,953,923,4519,3277
2023,956,937,4466,3315
2023,961,944,4532,3329
2023,954,944,4867,3425
2023,957,939,4933,3383
2023,962,933,4907,3286
2023,970,925,4943,3291
2023,974,934,4968,3283
2023,964,921,4952,3269
2023,973,918,4950,3254
2023,988,908,4930,3268
2023,979,914,4919,3238
2023,971,911,4845,3220
2023,973,910,4833,3226
2023,979,903,4806,3193
2023,989,915,4869,3232
2023,988,904,4858,3203
2023,996,912,4909,3343
2023,1005,924,4912,3271
2023,999,906,4852,3163
2023,1004,916,4853,3184
2023,1017,918,4881,3212
2023,1009,907,4763,2927
2023,1009,902,4760,2910
2023,1012,893,4699,2921
2023,997,896,4683,2890
2023,979,891,4657,2875
2023,983,901,4623,2823
2023,992,888,4568,2820
2023,984,890,4527,2806
2023,983,889,4486,2829
2023,973,877,4464,2807
2023,978,869,4447,2803
2023,972,863,4475,2791
2023,956,862,4419,2768
2023,961,867,4439,2800
2023,958,874,4436,2792
2023,967,883,4384,2802
2023,951,878,4395,2776
2023,957,872,4350,2757
2023,954,875,4370,2767
2023,956,881,4396,2788
2023,953,882,4381,2810
2023,958,877,4426,2835
2023,965,881,4439,2847
2023,967,879,4438,2850
2023,965,886,4391,2861
2023,959,900,4344,2845
2023,957,906,4317,2826
2023,965,950,4421,2859
2023,971,962,4491,2915
2023,973,960,4450,2873
2023,969,963,4477,2921
2023,972,966,4486,2919
2023,984,964,4475,2901
2023,985,1026,4510,2830
2023,995,1036,4519,2877
2023,995,1031,4520,2823
2023,1007,1028,4538,2792
2023,1015,1022,4525,2773
2023,1007,1033,4500,2811
2023,1007,1022,4488,2823
2023,1013,1039,4488,2799
2023,1006,1031,4440,2751
2023,1023,1030,4350,2778
2023,1028,1022,4358,2884
2023,1008,1025,4370,3267
2023,1015,1032,4352,3357
2023,1035,1018,4324,3315
2023,1052,1034,4329,3366
2023,1043,1047,4314,3387
2023,1040,1035,4201,3336
2023,1041,1062,4253,3356
2023,1049,1063,4338,3386
2023,1030,1053,4351,3343
2023,1041,1065,4332,3382
2023,1040,1063,4364,3389
2023,1033,1069,4352,3347
2023,1035,1060,4326,3333
2023,1032,1068,4320,3352
2023,1033,1061,4311,3305
2023,1028,1048,4262,3411
2023,1012,1079,4289,3502
2023,1017,1087,4334,3460
2023,1009,1076,4272,3435
2023,1016,1088,4298,3462
2023,1004,1067,4254,3436
2023,1009,1076,4238,3393
2023,997,1071,4235,3373
2024,1326,1308,5689,3884
2024,1316,1326,5692,3905
2024,1325,1329,5787,3903
2024,1324,1289,5750,3985
2024,1305,1272,5761,3934
2024,1300,1287,5836,4015
2024,1313,1297,5842,4042
2024,1299,1300,5932,4031
2024,1296,1282,5927,4030
2024,1260,1251,5822,3916
