Date,Reliance,Tata Power,NTPC,ONGC
2023,2340,222,188,157
2023,2317,221,187,158
2023,2317,224,187,158
2023,2289,222,185,156
2023,2255,221,186,155
2023,2253,221,183,154
2023,2269,221,182,156
2023,2268,218,177,154
2023,2251,217,175,154
2023,2249,219,174,155
2023,2229,216,175,155
2023,2236,215,174,154
2023,2242,214,174,155
2023,2288,217,177,159
2023,2288,217,176,159
2023,2276,212,175,164
2023,2215,211,175,166
2023,2215,207,175,166
2023,2228,207,174,165
2023,2229,206,174,166
2023,2217,206,173,165
2023,2210,205,175,166
2023,2215,208,176,167
2023,2228,211,177,168
2023,2260,208,176,166
2023,2255,207,175,166
2023,2252,206,180,167
2023,2267,204,177,167
2023,2251,203,176,165
2023,2244,203,177,165
2023,2217,200,174,160
2023,2222,204,176,161
2023,2197,204,176,161
2023,2216,202,176,164
2023,2197,201,172,159
2023,2158,199,171,160
2023,2144,198,170,161
2023,2157,198,171,161
2023,2141,196,171,160
2023,2133,196,170,160
2023,2130,196,170,159
2023,2135,193,167,160
2023,2125,197,170,160
2023,2149,197,170,160
2023,2138,196,173,159
2023,2130,197,176,158
2023,2121,198,178,159
2023,2111,196,178,157
2023,2126,195,175,151
2023,2112,195,176,153
2023,2117,194,178,154
2023,2116,190,175,151
2023,2029,186,174,149
2023,2041,184,172,147
2023,2031,187,171,150
2023,2000,193,173,149
2023,2041,200,175,153
2023,2067,201,174,152
2023,2061,202,177,152
2023,1998,203,176,152
2023,2018,205,177,153
2023,2021,203,180,152
2023,2031,203,178,153
2023,2066,203,178,153
2023,2074,203,180,156
2023,2109,209,181,156
2023,2142,210,179,156
2023,2195,211,179,158
2023,2187,210,177,158
2023,2166,208,173,154
2023,2112,206,171,154
2023,2128,205,172,155
2023,2109,203,171,152
2023,2150,200,172,155
2023,2164,202,171,155
2023,2149,201,170,155
2023,2160,202,171,154
2023,2210,208,173,154
2023,2192,204,168,155
2023,2215,205,168,157
2023,2206,205,167,156
2023,2208,205,166,148
2023,2159,203,166,148
2023,2109,204,168,148
2023,2121,205,165,147
2023,2139,206,166,146
2023,2135,207,166,144
2023,2093,206,165,145
2023,2098,209,166,144
2023,2114,205,166,144
2023,2113,206,167,143
2023,2124,206,170,144
2023,2137,213,171,145
2023,2142,204,169,145
2023,2122,202,166,148
2023,2163,201,166,152
2023,2193,206,166,152
2023,2206,207,167,152
2023,2218,207,169,152
2023,2244,205,169,152
2023,2247,208,169,149
2023,2250,208,168,148
2023,2219,207,166,148
2023,2240,206,168,147
2023,2244,206,166,146
2023,2293,206,166,147
2023,2323,206,168,149
2023,2358,206,170,148
2023,2303,205,169,147
2023,2282,208,170,147
2023,2286,208,167,146
2023,2321,211,168,150
2023,2339,212,168,150
2024,2741,358,313,223
2024,2720,357,313,212
2024,2650,346,313,212
2024,2581,340,320,217
2024,2587,339,316,218
2024,2608,341,315,216
2024,2597,338,317,215
2024,2583,327,306,208
2024,2612,330,306,207
2024,2590,330,310,205
